;Produced by Yue Chen, @LANL, on Oct 23, 2023
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: Low L boudary of >2MeV electrons determined by low Earth orbit satellite POES-15 P6 between 20130220 and 20180630
;Columns: S/N, Time (in days, counted from 20130220 00:00:00), L-bound value
;P6 threshold value = 3.00

;format (I5, 3x, f10.4, f10.2)

  S/N         Time    Lbound
 1629     339.3542       NaN
 1630     339.5625       NaN
 1631     339.7708       NaN
 1632     339.9792       NaN
 1633     340.1875       NaN
 1634     340.3958       NaN
 1635     340.6042       NaN
 1636     340.8125       NaN
 1637     341.0208       NaN
 1638     341.2292       NaN
 1639     341.4375       NaN
 1640     341.6458       NaN
 1641     341.8542       NaN
 1642     342.0625       NaN
 1643     342.2708       NaN
 1644     342.4792       NaN
 1645     342.6875       NaN
 1646     342.8958       NaN
 1647     343.1042       NaN
 1648     343.3125       NaN
 1649     343.5208       NaN
 1650     343.7292       NaN
 1651     343.9375       NaN
 1652     344.1458       NaN
 1653     344.3542       NaN
 1654     344.5625       NaN
 1655     344.7708       NaN
 1656     344.9792       NaN
 1657     345.1875       NaN
 1658     345.3958       NaN
 1659     345.6042       NaN
 1660     345.8125       NaN
 1661     346.0208       NaN
 1662     346.2292       NaN
 1663     346.4375       NaN
 1664     346.6458       NaN
 1665     346.8542       NaN
 1666     347.0625       NaN
 1667     347.2708       NaN
 1668     347.4792       NaN
 1669     347.6875       NaN
 1670     347.8958       NaN
 1671     348.1042       NaN
 1672     348.3125       NaN
 1673     348.5208       NaN
 1674     348.7292       NaN
 1675     348.9375       NaN
 1676     349.1458       NaN
 1677     349.3542       NaN
 1678     349.5625       NaN
 1679     349.7708       NaN
 1680     349.9792       NaN
 1681     350.1875       NaN
 1682     350.3958       NaN
 1683     350.6042       NaN
 1684     350.8125       NaN
 1685     351.0208       NaN
 1686     351.2292       NaN
 1687     351.4375       NaN
 1688     351.6458       NaN
 1689     351.8542       NaN
 1690     352.0625       NaN
 1691     352.2708       NaN
 1692     352.4792       NaN
 1693     352.6875       NaN
 1694     352.8958       NaN
 1695     353.1042       NaN
 1696     353.3125       NaN
 1697     353.5208       NaN
 1698     353.7292       NaN
 1699     353.9375       NaN
 1700     354.1458       NaN
 1701     354.3542       NaN
 1702     354.5625       NaN
 1703     354.7708       NaN
 1704     354.9792      4.00
 1705     355.1875      4.00
 1706     355.3958      4.00
 1707     355.6042      3.90
 1708     355.8125      3.90
 1709     356.0208      3.90
 1710     356.2292      3.90
 1711     356.4375      3.90
 1712     356.6458      3.90
 1713     356.8542      3.90
 1714     357.0625      3.80
 1715     357.2708      3.80
 1716     357.4792      3.80
 1717     357.6875      3.80
 1718     357.8958      3.80
 1719     358.1042      3.80
 1720     358.3125      3.80
 1721     358.5208      3.80
 1722     358.7292      3.80
 1723     358.9375      3.80
 1724     359.1458      3.80
 1725     359.3542      3.80
 1726     359.5625      3.90
 1727     359.7708      3.80
 1728     359.9792      3.80
 1729     360.1875      3.80
 1730     360.3958      3.90
 1731     360.6042      3.80
 1732     360.8125      3.80
 1733     361.0208      3.60
 1734     361.2292      3.50
 1735     361.4375      3.50
 1736     361.6458      3.40
 1737     361.8542      3.40
 1738     362.0625      3.30
 1739     362.2708       NaN
 1740     362.4792      3.30
 1741     362.6875      3.30
 1742     362.8958      3.30
 1743     363.1042      3.30
 1744     363.3125      3.30
 1745     363.5208      3.30
 1746     363.7292      3.20
 1747     363.9375      3.30
 1748     364.1458      3.30
 1749     364.3542       NaN
 1750     364.5625      3.30
 1751     364.7708       NaN
 1752     364.9792       NaN
 1753     365.1875      3.20
 1754     365.3958      3.20
 1755     365.6042      3.20
 1756     365.8125      3.10
 1757     366.0208      3.10
 1758     366.2292      3.10
 1759     366.4375      3.10
 1760     366.6458      3.10
 1761     366.8542      3.20
 1762     367.0625      3.20
 1763     367.2708      3.20
 1764     367.4792      3.20
 1765     367.6875      3.20
 1766     367.8958      3.20
 1767     368.1042      3.20
 1768     368.3125      3.20
 1769     368.5208      3.20
 1770     368.7292      3.20
 1771     368.9375      3.20
 1772     369.1458      3.20
 1773     369.3542      3.20
 1774     369.5625      3.20
 1775     369.7708      3.20
 1776     369.9792      3.20
 1777     370.1875      3.20
 1778     370.3958      3.20
 1779     370.6042      3.20
 1780     370.8125      3.20
 1781     371.0208      3.20
 1782     371.2292      3.20
 1783     371.4375      3.20
 1784     371.6458      3.20
 1785     371.8542      3.20
 1786     372.0625      3.20
 1787     372.2708      3.20
 1788     372.4792      3.20
 1789     372.6875      3.20
 1790     372.8958      3.20
 1791     373.1042      3.20
 1792     373.3125      3.20
 1793     373.5208      3.20
 1794     373.7292      3.10
 1795     373.9375       NaN
 1796     374.1458       NaN
 1797     374.3542       NaN
 1798     374.5625       NaN
 1799     374.7708       NaN
 1800     374.9792       NaN
 1801     375.1875      3.10
 1802     375.3958       NaN
 1803     375.6042      3.10
 1804     375.8125       NaN
 1805     376.0208      3.10
 1806     376.2292       NaN
 1807     376.4375       NaN
 1808     376.6458      3.20
 1809     376.8542       NaN
 1810     377.0625      3.20
 1811     377.2708       NaN
 1812     377.4792      3.20
 1813     377.6875      3.20
 1814     377.8958       NaN
 1815     378.1042      3.20
 1816     378.3125       NaN
 1817     378.5208      3.20
 1818     378.7292      3.20
 1819     378.9375      3.20
 1820     379.1458      3.20
 1821     379.3542       NaN
 1822     379.5625      3.20
 1823     379.7708       NaN
 1824     379.9792       NaN
 1825     380.1875       NaN
 1826     380.3958       NaN
 1827     380.6042       NaN
 1828     380.8125       NaN
 1829     381.0208       NaN
 1830     381.2292       NaN
 1831     381.4375       NaN
 1832     381.6458       NaN
 1833     381.8542       NaN
 1834     382.0625       NaN
 1835     382.2708       NaN
 1836     382.4792       NaN
 1837     382.6875       NaN
 1838     382.8958       NaN
 1839     383.1042       NaN
 1840     383.3125       NaN
 1841     383.5208       NaN
 1842     383.7292       NaN
 1843     383.9375       NaN
 1844     384.1458       NaN
 1845     384.3542       NaN
 1846     384.5625       NaN
 1847     384.7708       NaN
 1848     384.9792       NaN
 1849     385.1875       NaN
 1850     385.3958       NaN
 1851     385.6042       NaN
 1852     385.8125       NaN
 1853     386.0208       NaN
 1854     386.2292       NaN
 1855     386.4375       NaN
 1856     386.6458       NaN
 1857     386.8542       NaN
 1858     387.0625       NaN
 1859     387.2708       NaN
 1860     387.4792       NaN
 1861     387.6875       NaN
 1862     387.8958       NaN
 1863     388.1042       NaN
 1864     388.3125       NaN
 1865     388.5208       NaN
 1866     388.7292       NaN
 1867     388.9375       NaN
 1868     389.1458       NaN
 1869     389.3542       NaN
 1870     389.5625       NaN
 1871     389.7708       NaN
 1872     389.9792       NaN
 1873     390.1875       NaN
 1874     390.3958       NaN
 1875     390.6042       NaN
 1876     390.8125       NaN
 1877     391.0208       NaN
 1878     391.2292       NaN
 1879     391.4375       NaN
 1880     391.6458       NaN
 1881     391.8542       NaN
 1882     392.0625       NaN
 1883     392.2708       NaN
 1884     392.4792       NaN
 1885     392.6875       NaN
 1886     392.8958       NaN
 1887     393.1042       NaN
 1888     393.3125       NaN
 1889     393.5208       NaN
 1890     393.7292       NaN
 1891     393.9375       NaN
 1892     394.1458       NaN
 1893     394.3542       NaN
 1894     394.5625       NaN
 1895     394.7708       NaN
 1896     394.9792       NaN
 1897     395.1875       NaN
 1898     395.3958       NaN
 1899     395.6042       NaN
 1900     395.8125       NaN
 1901     396.0208       NaN
 1902     396.2292       NaN
 1903     396.4375       NaN
 1904     396.6458       NaN
 1905     396.8542       NaN
 1906     397.0625       NaN
 1907     397.2708       NaN
 1908     397.4792       NaN
 1909     397.6875       NaN
 1910     397.8958       NaN
 1911     398.1042       NaN
 1912     398.3125       NaN
 1913     398.5208       NaN
 1914     398.7292       NaN
 1915     398.9375       NaN
 1916     399.1458       NaN
 1917     399.3542       NaN
 1918     399.5625       NaN
 1919     399.7708       NaN
 1920     399.9792       NaN
 1921     400.1875       NaN
 1922     400.3958       NaN
 1923     400.6042       NaN
 1924     400.8125       NaN
 1925     401.0208       NaN
 1926     401.2292       NaN
 1927     401.4375       NaN
 1928     401.6458       NaN
 1929     401.8542       NaN
 1930     402.0625       NaN
 1931     402.2708       NaN
 1932     402.4792       NaN
 1933     402.6875       NaN
 1934     402.8958       NaN
 1935     403.1042       NaN
 1936     403.3125       NaN
 1937     403.5208       NaN
 1938     403.7292       NaN
 1939     403.9375       NaN
 1940     404.1458       NaN
 1941     404.3542       NaN
 1942     404.5625       NaN
 1943     404.7708       NaN
 1944     404.9792       NaN
 1945     405.1875       NaN
 1946     405.3958       NaN
 1947     405.6042       NaN
 1948     405.8125       NaN
 1949     406.0208       NaN
 1950     406.2292       NaN
 1951     406.4375       NaN
 1952     406.6458       NaN
 1953     406.8542       NaN
 1954     407.0625       NaN
 1955     407.2708       NaN
 1956     407.4792       NaN
 1957     407.6875       NaN
 1958     407.8958       NaN
 1959     408.1042       NaN
 1960     408.3125       NaN
 1961     408.5208       NaN
 1962     408.7292       NaN
 1963     408.9375       NaN
 1964     409.1458       NaN
 1965     409.3542       NaN
 1966     409.5625       NaN
 1967     409.7708       NaN
 1968     409.9792       NaN
 1969     410.1875       NaN
 1970     410.3958       NaN
 1971     410.6042       NaN
 1972     410.8125       NaN
 1973     411.0208       NaN
 1974     411.2292       NaN
 1975     411.4375       NaN
 1976     411.6458       NaN
 1977     411.8542       NaN
 1978     412.0625       NaN
 1979     412.2708       NaN
 1980     412.4792       NaN
 1981     412.6875       NaN
 1982     412.8958       NaN
 1983     413.1042       NaN
 1984     413.3125       NaN
 1985     413.5208       NaN
 1986     413.7292       NaN
 1987     413.9375       NaN
 1988     414.1458       NaN
 1989     414.3542       NaN
 1990     414.5625       NaN
 1991     414.7708       NaN
 1992     414.9792       NaN
 1993     415.1875       NaN
 1994     415.3958       NaN
 1995     415.6042       NaN
 1996     415.8125       NaN
 1997     416.0208       NaN
 1998     416.2292       NaN
 1999     416.4375       NaN
 2000     416.6458       NaN
 2001     416.8542       NaN
 2002     417.0625       NaN
 2003     417.2708       NaN
 2004     417.4792      3.50
 2005     417.6875      3.50
 2006     417.8958      3.50
 2007     418.1042      3.50
 2008     418.3125      3.50
 2009     418.5208      3.50
 2010     418.7292      3.50
 2011     418.9375      3.50
 2012     419.1458      3.50
 2013     419.3542      3.50
 2014     419.5625      3.50
 2015     419.7708      3.50
 2016     419.9792      3.50
 2017     420.1875      3.50
 2018     420.3958      3.60
 2019     420.6042      3.60
 2020     420.8125      3.60
 2021     421.0208      3.60
 2022     421.2292      3.50
 2023     421.4375      3.50
 2024     421.6458      3.50
 2025     421.8542      3.50
 2026     422.0625      3.50
 2027     422.2708      3.50
 2028     422.4792      3.50
 2029     422.6875      3.50
 2030     422.8958      3.60
 2031     423.1042      3.50
 2032     423.3125      3.50
 2033     423.5208      3.50
 2034     423.7292      3.50
 2035     423.9375      3.50
 2036     424.1458      3.50
 2037     424.3542      3.50
 2038     424.5625      3.50
 2039     424.7708      3.50
 2040     424.9792      3.50
 2041     425.1875      3.40
 2042     425.3958      3.40
 2043     425.6042      3.40
 2044     425.8125      3.40
 2045     426.0208      3.30
 2046     426.2292      3.30
 2047     426.4375       NaN
 2048     426.6458      3.30
 2049     426.8542      3.30
 2050     427.0625      3.30
 2051     427.2708      3.30
 2052     427.4792      3.30
 2053     427.6875      3.30
 2054     427.8958      3.30
 2055     428.1042      3.30
 2056     428.3125      3.30
 2057     428.5208      3.30
 2058     428.7292      3.30
 2059     428.9375      3.30
 2060     429.1458      3.30
 2061     429.3542      3.30
 2062     429.5625      3.30
 2063     429.7708      3.30
 2064     429.9792      3.30
 2065     430.1875      3.30
 2066     430.3958      3.30
 2067     430.6042      3.30
 2068     430.8125      3.30
 2069     431.0208      3.30
 2070     431.2292      3.30
 2071     431.4375      3.40
 2072     431.6458      3.40
 2073     431.8542      3.40
 2074     432.0625      3.40
 2075     432.2708      3.40
 2076     432.4792      3.40
 2077     432.6875      3.40
 2078     432.8958      3.40
 2079     433.1042      3.40
 2080     433.3125      3.50
 2081     433.5208      3.50
 2082     433.7292      3.50
 2083     433.9375      3.50
 2084     434.1458      3.50
 2085     434.3542      3.50
 2086     434.5625      3.40
 2087     434.7708      3.40
 2088     434.9792       NaN
 2089     435.1875       NaN
 2090     435.3958       NaN
 2091     435.6042      3.80
 2092     435.8125      3.80
 2093     436.0208      3.80
 2094     436.2292      3.80
 2095     436.4375      3.80
 2096     436.6458      3.80
 2097     436.8542      3.70
 2098     437.0625      3.70
 2099     437.2708      3.70
 2100     437.4792      3.70
 2101     437.6875      3.70
 2102     437.8958      3.70
 2103     438.1042      3.70
 2104     438.3125      3.70
 2105     438.5208      3.70
 2106     438.7292      3.70
 2107     438.9375      3.70
 2108     439.1458      3.70
 2109     439.3542       NaN
 2110     439.5625       NaN
 2111     439.7708       NaN
 2112     439.9792       NaN
 2113     440.1875       NaN
 2114     440.3958       NaN
 2115     440.6042       NaN
 2116     440.8125       NaN
 2117     441.0208      3.70
 2118     441.2292       NaN
 2119     441.4375       NaN
 2120     441.6458       NaN
 2121     441.8542       NaN
 2122     442.0625      3.70
 2123     442.2708       NaN
 2124     442.4792       NaN
 2125     442.6875       NaN
 2126     442.8958       NaN
 2127     443.1042       NaN
 2128     443.3125       NaN
 2129     443.5208       NaN
 2130     443.7292       NaN
 2131     443.9375      3.70
 2132     444.1458      3.70
 2133     444.3542      3.70
 2134     444.5625      3.70
 2135     444.7708      3.70
 2136     444.9792      3.70
 2137     445.1875      3.70
 2138     445.3958      3.70
 2139     445.6042      3.70
 2140     445.8125      3.70
 2141     446.0208      3.70
 2142     446.2292      3.80
 2143     446.4375      3.80
 2144     446.6458      3.80
 2145     446.8542      3.80
 2146     447.0625      3.70
 2147     447.2708       NaN
 2148     447.4792      3.80
 2149     447.6875      3.70
 2150     447.8958      3.70
 2151     448.1042      3.80
 2152     448.3125       NaN
 2153     448.5208      3.80
 2154     448.7292      3.80
 2155     448.9375      3.80
 2156     449.1458      3.80
 2157     449.3542      3.80
 2158     449.5625      3.70
 2159     449.7708      3.70
 2160     449.9792      3.70
 2161     450.1875      3.70
 2162     450.3958      3.70
 2163     450.6042      3.70
 2164     450.8125      3.70
 2165     451.0208      3.70
 2166     451.2292      3.70
 2167     451.4375      3.70
 2168     451.6458      3.70
 2169     451.8542      3.70
 2170     452.0625      3.80
 2171     452.2708      3.80
 2172     452.4792      3.80
 2173     452.6875      3.80
 2174     452.8958      3.80
 2175     453.1042      3.70
 2176     453.3125      3.70
 2177     453.5208      3.70
 2178     453.7292      3.70
 2179     453.9375      3.70
 2180     454.1458      3.70
 2181     454.3542      3.80
 2182     454.5625      3.80
 2183     454.7708      3.80
 2184     454.9792      3.80
 2185     455.1875      3.80
 2186     455.3958       NaN
 2187     455.6042      3.80
 2188     455.8125       NaN
 2189     456.0208      3.80
 2190     456.2292       NaN
 2191     456.4375       NaN
 2192     456.6458      3.70
 2193     456.8542      3.70
 2194     457.0625      3.70
 2195     457.2708       NaN
 2196     457.4792      3.70
 2197     457.6875      3.70
 2198     457.8958       NaN
 2199     458.1042       NaN
 2200     458.3125       NaN
 2201     458.5208       NaN
 2202     458.7292       NaN
 2203     458.9375       NaN
 2204     459.1458       NaN
 2205     459.3542       NaN
 2206     459.5625      3.80
 2207     459.7708       NaN
 2208     459.9792       NaN
 2209     460.1875      3.80
 2210     460.3958       NaN
 2211     460.6042      3.90
 2212     460.8125       NaN
 2213     461.0208      3.90
 2214     461.2292      3.80
 2215     461.4375       NaN
 2216     461.6458      3.90
 2217     461.8542      3.90
 2218     462.0625      3.80
 2219     462.2708       NaN
 2220     462.4792      3.90
 2221     462.6875      3.90
 2222     462.8958      3.90
 2223     463.1042      4.00
 2224     463.3125       NaN
 2225     463.5208      4.10
 2226     463.7292       NaN
 2227     463.9375       NaN
 2228     464.1458       NaN
 2229     464.3542       NaN
 2230     464.5625       NaN
 2231     464.7708       NaN
 2232     464.9792       NaN
 2233     465.1875       NaN
 2234     465.3958       NaN
 2235     465.6042       NaN
 2236     465.8125       NaN
 2237     466.0208       NaN
 2238     466.2292       NaN
 2239     466.4375       NaN
 2240     466.6458       NaN
 2241     466.8542       NaN
 2242     467.0625       NaN
 2243     467.2708       NaN
 2244     467.4792       NaN
 2245     467.6875       NaN
 2246     467.8958       NaN
 2247     468.1042       NaN
 2248     468.3125       NaN
 2249     468.5208       NaN
 2250     468.7292       NaN
 2251     468.9375       NaN
 2252     469.1458       NaN
 2253     469.3542       NaN
 2254     469.5625       NaN
 2255     469.7708       NaN
 2256     469.9792       NaN
 2257     470.1875       NaN
 2258     470.3958       NaN
 2259     470.6042       NaN
 2260     470.8125       NaN
 2261     471.0208       NaN
 2262     471.2292       NaN
 2263     471.4375       NaN
 2264     471.6458       NaN
 2265     471.8542       NaN
 2266     472.0625       NaN
 2267     472.2708       NaN
 2268     472.4792       NaN
 2269     472.6875       NaN
 2270     472.8958       NaN
 2271     473.1042       NaN
 2272     473.3125       NaN
 2273     473.5208       NaN
 2274     473.7292       NaN
 2275     473.9375       NaN
 2276     474.1458       NaN
 2277     474.3542       NaN
 2278     474.5625       NaN
 2279     474.7708       NaN
 2280     474.9792       NaN
 2281     475.1875       NaN
 2282     475.3958       NaN
 2283     475.6042       NaN
 2284     475.8125       NaN
 2285     476.0208       NaN
 2286     476.2292       NaN
 2287     476.4375       NaN
 2288     476.6458       NaN
 2289     476.8542       NaN
 2290     477.0625       NaN
 2291     477.2708       NaN
 2292     477.4792       NaN
 2293     477.6875       NaN
 2294     477.8958       NaN
 2295     478.1042       NaN
 2296     478.3125       NaN
 2297     478.5208       NaN
 2298     478.7292       NaN
 2299     478.9375       NaN
 2300     479.1458       NaN
 2301     479.3542       NaN
 2302     479.5625       NaN
 2303     479.7708       NaN
 2304     479.9792       NaN
 2305     480.1875       NaN
 2306     480.3958       NaN
 2307     480.6042       NaN
 2308     480.8125       NaN
 2309     481.0208       NaN
 2310     481.2292       NaN
 2311     481.4375       NaN
 2312     481.6458       NaN
 2313     481.8542       NaN
 2314     482.0625       NaN
 2315     482.2708       NaN
 2316     482.4792       NaN
 2317     482.6875       NaN
 2318     482.8958       NaN
 2319     483.1042       NaN
 2320     483.3125       NaN
 2321     483.5208       NaN
 2322     483.7292       NaN
 2323     483.9375       NaN
 2324     484.1458       NaN
 2325     484.3542       NaN
 2326     484.5625       NaN
 2327     484.7708       NaN
 2328     484.9792       NaN
 2329     485.1875       NaN
 2330     485.3958       NaN
 2331     485.6042       NaN
 2332     485.8125       NaN
 2333     486.0208      4.30
 2334     486.2292       NaN
 2335     486.4375       NaN
 2336     486.6458      4.30
 2337     486.8542       NaN
 2338     487.0625      4.20
 2339     487.2708       NaN
 2340     487.4792       NaN
 2341     487.6875      4.20
 2342     487.8958       NaN
 2343     488.1042      4.20
 2344     488.3125       NaN
 2345     488.5208      4.20
 2346     488.7292      4.20
 2347     488.9375      4.20
 2348     489.1458      4.10
 2349     489.3542      4.10
 2350     489.5625      4.10
 2351     489.7708      4.10
 2352     489.9792      4.10
 2353     490.1875      4.10
 2354     490.3958      4.10
 2355     490.6042      4.10
 2356     490.8125      4.10
 2357     491.0208      4.10
 2358     491.2292      4.20
 2359     491.4375      4.20
 2360     491.6458      4.20
 2361     491.8542       NaN
 2362     492.0625      4.20
 2363     492.2708       NaN
 2364     492.4792       NaN
 2365     492.6875       NaN
 2366     492.8958       NaN
 2367     493.1042       NaN
 2368     493.3125       NaN
 2369     493.5208       NaN
 2370     493.7292       NaN
 2371     493.9375       NaN
 2372     494.1458       NaN
 2373     494.3542       NaN
 2374     494.5625       NaN
 2375     494.7708       NaN
 2376     494.9792       NaN
 2377     495.1875       NaN
 2378     495.3958       NaN
 2379     495.6042       NaN
 2380     495.8125       NaN
 2381     496.0208       NaN
 2382     496.2292       NaN
 2383     496.4375       NaN
 2384     496.6458       NaN
 2385     496.8542       NaN
 2386     497.0625       NaN
 2387     497.2708       NaN
 2388     497.4792       NaN
 2389     497.6875       NaN
 2390     497.8958       NaN
 2391     498.1042       NaN
 2392     498.3125       NaN
 2393     498.5208       NaN
 2394     498.7292       NaN
 2395     498.9375       NaN
 2396     499.1458       NaN
 2397     499.3542       NaN
 2398     499.5625       NaN
 2399     499.7708       NaN
 2400     499.9792       NaN
 2401     500.1875       NaN
 2402     500.3958       NaN
 2403     500.6042       NaN
 2404     500.8125       NaN
 2405     501.0208       NaN
 2406     501.2292       NaN
 2407     501.4375       NaN
 2408     501.6458       NaN
 2409     501.8542       NaN
 2410     502.0625       NaN
 2411     502.2708       NaN
 2412     502.4792       NaN
 2413     502.6875       NaN
 2414     502.8958       NaN
 2415     503.1042       NaN
 2416     503.3125       NaN
 2417     503.5208       NaN
 2418     503.7292       NaN
 2419     503.9375       NaN
 2420     504.1458       NaN
 2421     504.3542       NaN
 2422     504.5625       NaN
 2423     504.7708       NaN
 2424     504.9792       NaN
 2425     505.1875       NaN
 2426     505.3958       NaN
 2427     505.6042       NaN
 2428     505.8125       NaN
 2429     506.0208       NaN
 2430     506.2292       NaN
 2431     506.4375       NaN
 2432     506.6458       NaN
 2433     506.8542       NaN
 2434     507.0625       NaN
 2435     507.2708       NaN
 2436     507.4792       NaN
 2437     507.6875       NaN
 2438     507.8958       NaN
 2439     508.1042       NaN
 2440     508.3125       NaN
 2441     508.5208       NaN
 2442     508.7292       NaN
 2443     508.9375       NaN
 2444     509.1458       NaN
 2445     509.3542       NaN
 2446     509.5625       NaN
 2447     509.7708       NaN
 2448     509.9792       NaN
 2449     510.1875       NaN
 2450     510.3958       NaN
 2451     510.6042       NaN
 2452     510.8125       NaN
 2453     511.0208       NaN
 2454     511.2292       NaN
 2455     511.4375       NaN
 2456     511.6458       NaN
 2457     511.8542       NaN
 2458     512.0625       NaN
 2459     512.2708       NaN
 2460     512.4792       NaN
 2461     512.6875       NaN
 2462     512.8958       NaN
 2463     513.1042       NaN
 2464     513.3125       NaN
 2465     513.5208       NaN
 2466     513.7292       NaN
 2467     513.9375       NaN
 2468     514.1458       NaN
 2469     514.3542       NaN
 2470     514.5625       NaN
 2471     514.7708       NaN
 2472     514.9792       NaN
 2473     515.1875       NaN
 2474     515.3958       NaN
 2475     515.6042       NaN
 2476     515.8125       NaN
 2477     516.0208       NaN
 2478     516.2292       NaN
 2479     516.4375       NaN
 2480     516.6458       NaN
 2481     516.8542       NaN
 2482     517.0625       NaN
 2483     517.2708       NaN
 2484     517.4792       NaN
 2485     517.6875       NaN
 2486     517.8958       NaN
 2487     518.1042       NaN
 2488     518.3125       NaN
 2489     518.5208       NaN
 2490     518.7292       NaN
 2491     518.9375       NaN
 2492     519.1458       NaN
 2493     519.3542       NaN
 2494     519.5625       NaN
 2495     519.7708       NaN
 2496     519.9792       NaN
 2497     520.1875       NaN
 2498     520.3958       NaN
 2499     520.6042       NaN
 2500     520.8125       NaN
 2501     521.0208       NaN
 2502     521.2292       NaN
 2503     521.4375       NaN
 2504     521.6458       NaN
 2505     521.8542       NaN
 2506     522.0625       NaN
 2507     522.2708       NaN
 2508     522.4792       NaN
 2509     522.6875       NaN
 2510     522.8958       NaN
 2511     523.1042       NaN
 2512     523.3125       NaN
 2513     523.5208       NaN
 2514     523.7292       NaN
 2515     523.9375       NaN
 2516     524.1458       NaN
 2517     524.3542       NaN
 2518     524.5625       NaN
 2519     524.7708       NaN
 2520     524.9792       NaN
 2521     525.1875       NaN
 2522     525.3958       NaN
 2523     525.6042       NaN
 2524     525.8125       NaN
 2525     526.0208       NaN
 2526     526.2292       NaN
 2527     526.4375       NaN
 2528     526.6458       NaN
 2529     526.8542       NaN
 2530     527.0625       NaN
 2531     527.2708       NaN
 2532     527.4792       NaN
 2533     527.6875       NaN
 2534     527.8958       NaN
 2535     528.1042       NaN
 2536     528.3125       NaN
 2537     528.5208       NaN
 2538     528.7292       NaN
 2539     528.9375       NaN
 2540     529.1458       NaN
 2541     529.3542       NaN
 2542     529.5625       NaN
 2543     529.7708       NaN
 2544     529.9792       NaN
 2545     530.1875       NaN
 2546     530.3958       NaN
 2547     530.6042       NaN
 2548     530.8125       NaN
 2549     531.0208       NaN
 2550     531.2292       NaN
 2551     531.4375       NaN
 2552     531.6458       NaN
 2553     531.8542       NaN
 2554     532.0625       NaN
 2555     532.2708       NaN
 2556     532.4792       NaN
 2557     532.6875       NaN
 2558     532.8958       NaN
 2559     533.1042      4.30
 2560     533.3125      4.30
 2561     533.5208      4.30
 2562     533.7292      4.30
 2563     533.9375      4.30
 2564     534.1458      4.30
 2565     534.3542      4.30
 2566     534.5625      4.30
 2567     534.7708      4.20
 2568     534.9792      4.20
 2569     535.1875      4.20
 2570     535.3958      4.20
 2571     535.6042      4.20
 2572     535.8125      4.20
 2573     536.0208      4.20
 2574     536.2292      4.20
 2575     536.4375      4.20
 2576     536.6458      4.20
 2577     536.8542      4.20
 2578     537.0625      4.20
 2579     537.2708      4.20
 2580     537.4792      4.20
 2581     537.6875      4.20
 2582     537.8958      4.20
 2583     538.1042      4.20
 2584     538.3125      4.20
 2585     538.5208      4.10
 2586     538.7292      4.10
 2587     538.9375      4.10
 2588     539.1458      4.10
 2589     539.3542       NaN
 2590     539.5625      4.10
 2591     539.7708       NaN
 2592     539.9792       NaN
 2593     540.1875       NaN
 2594     540.3958       NaN
 2595     540.6042       NaN
 2596     540.8125       NaN
 2597     541.0208       NaN
 2598     541.2292       NaN
 2599     541.4375       NaN
 2600     541.6458      4.10
 2601     541.8542       NaN
 2602     542.0625      4.00
 2603     542.2708       NaN
 2604     542.4792       NaN
 2605     542.6875       NaN
 2606     542.8958       NaN
 2607     543.1042      4.00
 2608     543.3125       NaN
 2609     543.5208      4.00
 2610     543.7292       NaN
 2611     543.9375       NaN
 2612     544.1458      4.00
 2613     544.3542       NaN
 2614     544.5625       NaN
 2615     544.7708       NaN
 2616     544.9792       NaN
 2617     545.1875       NaN
 2618     545.3958       NaN
 2619     545.6042       NaN
 2620     545.8125       NaN
 2621     546.0208       NaN
 2622     546.2292       NaN
 2623     546.4375       NaN
 2624     546.6458       NaN
 2625     546.8542       NaN
 2626     547.0625       NaN
 2627     547.2708       NaN
 2628     547.4792       NaN
 2629     547.6875       NaN
 2630     547.8958       NaN
 2631     548.1042       NaN
 2632     548.3125       NaN
 2633     548.5208      4.30
 2634     548.7292      4.30
 2635     548.9375      4.20
 2636     549.1458      4.10
 2637     549.3542      4.10
 2638     549.5625      4.10
 2639     549.7708      4.20
 2640     549.9792      4.20
 2641     550.1875      4.20
 2642     550.3958      4.30
 2643     550.6042      4.30
 2644     550.8125      4.20
 2645     551.0208      4.20
 2646     551.2292      4.20
 2647     551.4375      4.20
 2648     551.6458      4.20
 2649     551.8542      4.20
 2650     552.0625      4.20
 2651     552.2708      4.20
 2652     552.4792      4.30
 2653     552.6875      4.30
 2654     552.8958      4.30
 2655     553.1042      4.30
 2656     553.3125      4.20
 2657     553.5208      4.20
 2658     553.7292      4.20
 2659     553.9375       NaN
 2660     554.1458       NaN
 2661     554.3542       NaN
 2662     554.5625      3.70
 2663     554.7708      3.70
 2664     554.9792      3.60
 2665     555.1875      3.60
 2666     555.3958      3.60
 2667     555.6042      3.60
 2668     555.8125      3.60
 2669     556.0208      3.60
 2670     556.2292      3.60
 2671     556.4375      3.60
 2672     556.6458      3.50
 2673     556.8542      3.50
 2674     557.0625      3.50
 2675     557.2708      3.50
 2676     557.4792      3.50
 2677     557.6875      3.50
 2678     557.8958      3.50
 2679     558.1042      3.50
 2680     558.3125      3.50
 2681     558.5208      3.50
 2682     558.7292      3.50
 2683     558.9375      3.50
 2684     559.1458      3.50
 2685     559.3542      3.50
 2686     559.5625      3.50
 2687     559.7708      3.50
 2688     559.9792      3.50
 2689     560.1875      3.50
