;Produced by Yue Chen, @LANL, on Oct 23, 2023
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: Low L boudary of >2MeV electrons determined by low Earth orbit satellite POES-15 P6 between 20130220 and 20180630
;Columns: S/N, Time (in days, counted from 20130220 00:00:00), L-bound value
;P6 threshold value = 3.00

;format (I5, 3x, f10.4, f10.2)

  S/N         Time    Lbound
  106      22.0625      3.60
  107      22.2708      3.60
  108      22.4792      3.60
  109      22.6875      3.60
  110      22.8958      3.60
  111      23.1042      3.60
  112      23.3125      3.60
  113      23.5208      3.60
  114      23.7292      3.60
  115      23.9375      3.60
  116      24.1458      3.60
  117      24.3542      3.60
  118      24.5625      3.50
  119      24.7708      3.50
  120      24.9792      3.50
  121      25.1875      3.50
  122      25.3958      3.50
  123      25.6042      3.50
  124      25.8125      3.20
  125      26.0208      3.00
  126      26.2292      2.90
  127      26.4375      2.90
  128      26.6458      2.90
  129      26.8542      2.90
  130      27.0625      2.80
  131      27.2708      2.80
  132      27.4792      2.80
  133      27.6875      2.80
  134      27.8958      2.80
  135      28.1042      2.80
  136      28.3125      2.80
  137      28.5208      2.80
  138      28.7292      2.80
  139      28.9375      2.80
  140      29.1458      2.80
  141      29.3542      2.90
  142      29.5625      2.90
  143      29.7708      2.90
  144      29.9792      2.90
  145      30.1875      2.90
  146      30.3958      2.90
  147      30.6042      2.90
  148      30.8125      2.90
  149      31.0208      2.90
  150      31.2292      2.90
  151      31.4375      2.90
  152      31.6458      2.90
  153      31.8542      3.00
  154      32.0625      3.00
  155      32.2708      3.00
  156      32.4792      3.00
  157      32.6875      3.00
  158      32.8958      3.00
  159      33.1042      3.00
  160      33.3125      3.00
  161      33.5208      3.00
  162      33.7292      3.00
  163      33.9375      3.00
  164      34.1458      3.00
  165      34.3542      3.00
  166      34.5625      3.00
  167      34.7708      3.00
  168      34.9792      3.00
  169      35.1875      3.00
  170      35.3958      3.00
  171      35.6042      3.00
  172      35.8125      3.00
  173      36.0208      3.00
  174      36.2292      2.90
  175      36.4375      2.90
  176      36.6458      2.90
  177      36.8542      2.90
  178      37.0625      3.00
  179      37.2708      3.00
  180      37.4792      3.00
  181      37.6875      3.00
  182      37.8958      3.00
  183      38.1042      3.00
  184      38.3125      3.00
  185      38.5208      3.00
  186      38.7292      3.00
  187      38.9375      3.00
  188      39.1458      3.00
  189      39.3542      3.00
  190      39.5625      3.00
  191      39.7708      3.00
  192      39.9792      3.00
  193      40.1875      3.00
  194      40.3958      3.00
  195      40.6042      3.00
  196      40.8125      3.00
  197      41.0208      3.00
  198      41.2292      3.00
  199      41.4375      3.00
  200      41.6458      3.00
  201      41.8542      3.00
  202      42.0625      3.00
  203      42.2708      3.00
  204      42.4792      3.00
  205      42.6875      3.00
  206      42.8958      3.00
  207      43.1042      3.00
  208      43.3125      3.00
  209      43.5208      3.00
  210      43.7292      3.00
  211      43.9375      3.00
  212      44.1458      3.10
  213      44.3542      3.10
  214      44.5625      3.10
  215      44.7708      3.10
  216      44.9792      3.10
  217      45.1875      3.10
  218      45.3958      3.10
  219      45.6042      3.10
  220      45.8125      3.10
  221      46.0208      3.10
  222      46.2292      3.10
  223      46.4375      3.10
  224      46.6458      3.10
  225      46.8542      3.10
  226      47.0625      3.10
  227      47.2708      3.10
  228      47.4792      3.10
  229      47.6875      3.10
  230      47.8958      3.10
  231      48.1042      3.10
  232      48.3125      3.10
  233      48.5208      3.10
  234      48.7292      3.10
  235      48.9375      3.10
  236      49.1458      3.10
  237      49.3542      3.10
  238      49.5625      3.10
  239      49.7708      3.10
  240      49.9792      3.10
  241      50.1875      3.10
  242      50.3958      3.10
  243      50.6042      3.10
  244      50.8125      3.10
  245      51.0208      3.10
  246      51.2292      3.10
  247      51.4375      3.20
  248      51.6458      3.10
  249      51.8542      3.10
  250      52.0625      3.10
  251      52.2708      3.10
  252      52.4792      3.10
  253      52.6875      3.10
  254      52.8958      3.10
  255      53.1042      3.10
  256      53.3125      3.10
  257      53.5208      3.10
  258      53.7292      3.10
  259      53.9375      3.10
  260      54.1458      3.10
  261      54.3542      3.10
  262      54.5625      3.20
  263      54.7708      3.10
  264      54.9792      3.20
  265      55.1875      3.10
  266      55.3958      3.20
  267      55.6042      3.10
  268      55.8125      3.10
  269      56.0208      3.10
  270      56.2292      3.00
  271      56.4375      3.00
  272      56.6458      3.00
  273      56.8542      3.00
  274      57.0625      3.10
  275      57.2708      3.10
  276      57.4792      3.10
  277      57.6875      3.10
  278      57.8958      3.10
  279      58.1042      3.10
  280      58.3125      3.10
  281      58.5208      3.10
  282      58.7292      3.10
  283      58.9375      3.10
  284      59.1458      3.10
  285      59.3542       NaN
  286      59.5625      3.20
  287      59.7708      3.10
  288      59.9792      3.20
  289      60.1875      3.10
  290      60.3958       NaN
  291      60.6042      3.20
  292      60.8125       NaN
  293      61.0208      3.20
  294      61.2292       NaN
  295      61.4375       NaN
  296      61.6458      3.20
  297      61.8542      3.20
  298      62.0625      3.20
  299      62.2708       NaN
  300      62.4792      3.20
  301      62.6875      3.10
  302      62.8958      3.20
  303      63.1042      3.10
  304      63.3125       NaN
  305      63.5208      3.10
  306      63.7292      3.10
  307      63.9375       NaN
  308      64.1458       NaN
  309      64.3542       NaN
  310      64.5625       NaN
  311      64.7708       NaN
  312      64.9792      3.10
  313      65.1875      3.10
  314      65.3958      3.10
  315      65.6042      3.10
  316      65.8125      3.10
  317      66.0208      3.10
  318      66.2292      3.10
  319      66.4375      3.10
  320      66.6458      3.10
  321      66.8542      3.10
  322      67.0625      3.10
  323      67.2708      3.10
  324      67.4792      3.10
  325      67.6875      3.10
  326      67.8958      3.10
  327      68.1042      3.10
  328      68.3125      3.10
  329      68.5208      3.10
  330      68.7292      3.10
  331      68.9375      3.10
  332      69.1458      3.10
  333      69.3542      3.20
  334      69.5625      3.20
  335      69.7708      3.20
  336      69.9792      3.20
  337      70.1875      3.20
  338      70.3958      3.20
  339      70.6042      3.20
  340      70.8125      3.20
  341      71.0208      3.20
  342      71.2292      3.20
  343      71.4375      3.20
  344      71.6458      3.20
  345      71.8542      3.20
  346      72.0625      3.10
  347      72.2708      3.10
  348      72.4792      3.20
  349      72.6875      3.20
  350      72.8958      3.20
  351      73.1042      3.20
  352      73.3125      3.20
  353      73.5208      3.20
  354      73.7292      3.20
  355      73.9375      3.20
  356      74.1458      3.20
  357      74.3542      3.20
  358      74.5625      3.20
  359      74.7708      3.20
  360      74.9792      3.20
  361      75.1875      3.30
  362      75.3958      3.30
  363      75.6042      3.30
  364      75.8125      3.30
  365      76.0208      3.30
  366      76.2292      3.30
  367      76.4375      3.30
  368      76.6458      3.30
  369      76.8542      3.30
  370      77.0625      3.20
  371      77.2708      3.20
  372      77.4792      3.20
  373      77.6875      3.20
  374      77.8958      3.20
  375      78.1042      3.20
  376      78.3125      3.30
  377      78.5208      3.30
  378      78.7292      3.30
  379      78.9375      3.30
  380      79.1458      3.30
  381      79.3542      3.30
  382      79.5625      3.30
  383      79.7708      3.30
  384      79.9792      3.30
  385      80.1875      3.30
  386      80.3958      3.30
  387      80.6042      3.30
  388      80.8125      3.30
  389      81.0208      3.30
  390      81.2292      3.30
  391      81.4375      3.30
  392      81.6458      3.30
  393      81.8542      3.30
  394      82.0625      3.30
  395      82.2708      3.30
  396      82.4792      3.40
  397      82.6875      3.30
  398      82.8958      3.30
  399      83.1042      3.30
  400      83.3125      3.30
  401      83.5208      3.30
  402      83.7292      3.30
  403      83.9375      3.30
  404      84.1458      3.30
  405      84.3542      3.30
  406      84.5625      3.30
  407      84.7708      3.30
  408      84.9792      3.30
  409      85.1875      3.30
  410      85.3958      3.30
  411      85.6042      3.30
  412      85.8125      3.20
  413      86.0208      3.20
  414      86.2292      3.20
  415      86.4375      3.20
  416      86.6458      3.20
  417      86.8542      3.20
  418      87.0625      3.20
  419      87.2708      3.20
  420      87.4792      3.20
  421      87.6875      3.20
  422      87.8958      3.20
  423      88.1042      3.20
  424      88.3125       NaN
  425      88.5208      3.30
  426      88.7292      3.30
  427      88.9375      3.30
  428      89.1458      3.30
  429      89.3542      3.30
  430      89.5625      3.30
  431      89.7708      3.30
  432      89.9792      3.30
  433      90.1875      3.30
  434      90.3958      3.20
  435      90.6042      3.20
  436      90.8125      3.20
  437      91.0208      3.20
  438      91.2292      3.20
  439      91.4375      3.30
  440      91.6458      3.30
  441      91.8542      3.30
  442      92.0625      3.20
  443      92.2708      3.20
  444      92.4792      3.20
  445      92.6875      3.20
  446      92.8958      3.20
  447      93.1042      3.20
  448      93.3125      3.30
  449      93.5208      3.30
  450      93.7292      3.30
  451      93.9375      3.30
  452      94.1458      3.30
  453      94.3542      3.30
  454      94.5625      3.30
  455      94.7708      3.30
  456      94.9792      3.30
  457      95.1875      3.30
  458      95.3958      3.30
  459      95.6042      3.30
  460      95.8125      3.30
  461      96.0208      3.30
  462      96.2292      3.30
  463      96.4375      3.30
  464      96.6458      3.30
  465      96.8542      3.30
  466      97.0625      3.30
  467      97.2708      3.30
  468      97.4792      3.30
  469      97.6875      3.30
  470      97.8958      3.30
  471      98.1042      3.30
  472      98.3125      3.30
  473      98.5208      3.30
  474      98.7292      3.30
  475      98.9375      3.30
  476      99.1458      3.40
  477      99.3542      3.40
  478      99.5625      3.40
  479      99.7708      3.40
  480      99.9792      3.40
  481     100.1875      3.40
  482     100.3958      3.40
  483     100.6042      3.40
  484     100.8125      3.40
  485     101.0208      3.30
  486     101.2292      3.30
  487     101.4375      3.20
  488     101.6458      3.10
  489     101.8542      3.10
  490     102.0625      3.00
  491     102.2708      3.00
  492     102.4792      2.90
  493     102.6875      2.90
  494     102.8958      2.90
  495     103.1042      2.90
  496     103.3125      2.90
  497     103.5208      2.90
  498     103.7292      2.90
  499     103.9375      3.00
  500     104.1458      3.00
  501     104.3542      3.00
  502     104.5625      3.00
  503     104.7708      3.00
  504     104.9792      3.00
  505     105.1875      3.00
  506     105.3958      3.00
  507     105.6042      3.10
  508     105.8125      3.10
  509     106.0208      3.10
  510     106.2292      3.10
  511     106.4375      3.10
  512     106.6458      3.10
  513     106.8542      3.10
  514     107.0625      3.10
  515     107.2708      3.10
  516     107.4792      3.10
  517     107.6875      3.10
  518     107.8958      3.10
  519     108.1042      3.10
  520     108.3125      3.10
  521     108.5208      3.10
  522     108.7292      3.10
  523     108.9375      3.10
  524     109.1458      3.10
  525     109.3542      3.10
  526     109.5625      3.10
  527     109.7708      3.10
  528     109.9792      3.10
  529     110.1875      3.10
  530     110.3958      3.10
  531     110.6042      3.10
  532     110.8125      3.10
  533     111.0208      3.10
  534     111.2292      3.10
  535     111.4375      3.10
  536     111.6458      3.10
  537     111.8542      3.10
  538     112.0625      3.10
  539     112.2708      3.10
  540     112.4792      3.10
  541     112.6875      3.10
  542     112.8958      3.10
  543     113.1042      3.10
  544     113.3125      3.10
  545     113.5208      3.10
  546     113.7292      3.10
  547     113.9375      3.10
  548     114.1458      3.10
  549     114.3542      3.10
  550     114.5625      3.10
  551     114.7708      3.10
  552     114.9792      3.10
  553     115.1875      3.10
  554     115.3958      3.10
  555     115.6042      3.10
  556     115.8125      3.10
  557     116.0208      3.10
  558     116.2292      3.10
  559     116.4375      3.10
  560     116.6458      3.10
  561     116.8542      3.10
  562     117.0625      3.20
  563     117.2708      3.20
  564     117.4792      3.20
  565     117.6875      3.20
  566     117.8958      3.20
  567     118.1042      3.20
  568     118.3125      3.20
  569     118.5208      3.20
  570     118.7292      3.20
  571     118.9375      3.20
  572     119.1458      3.20
  573     119.3542      3.10
  574     119.5625      3.10
  575     119.7708      3.10
  576     119.9792      3.20
  577     120.1875      3.10
  578     120.3958      3.20
  579     120.6042      3.20
  580     120.8125      3.10
  581     121.0208      3.10
  582     121.2292      3.10
  583     121.4375      3.10
  584     121.6458      3.10
  585     121.8542      3.10
  586     122.0625      3.10
  587     122.2708      3.10
  588     122.4792      3.10
  589     122.6875      3.10
  590     122.8958      3.10
  591     123.1042      3.10
  592     123.3125      3.10
  593     123.5208      3.10
  594     123.7292      3.10
  595     123.9375      3.10
  596     124.1458      3.10
  597     124.3542      3.10
  598     124.5625      3.10
  599     124.7708      3.10
  600     124.9792      3.10
  601     125.1875      3.10
  602     125.3958      3.20
  603     125.6042      3.20
  604     125.8125      3.20
  605     126.0208      3.20
  606     126.2292      3.20
  607     126.4375      3.20
  608     126.6458      3.20
  609     126.8542      3.20
  610     127.0625      3.20
  611     127.2708      3.20
  612     127.4792      3.20
  613     127.6875      3.20
  614     127.8958      3.20
  615     128.1042      3.20
  616     128.3125      3.20
  617     128.5208      3.20
  618     128.7292      3.20
  619     128.9375      3.20
  620     129.1458      3.20
  621     129.3542      3.20
  622     129.5625      3.00
  623     129.7708      3.00
  624     129.9792      2.80
  625     130.1875      2.80
  626     130.3958      2.70
  627     130.6042      2.70
  628     130.8125      2.70
  629     131.0208      2.70
  630     131.2292      2.80
  631     131.4375      2.80
  632     131.6458      2.80
  633     131.8542      2.80
  634     132.0625      2.90
  635     132.2708      2.90
  636     132.4792      3.00
  637     132.6875      3.00
  638     132.8958      3.00
  639     133.1042      3.00
  640     133.3125      3.00
  641     133.5208      3.00
  642     133.7292      3.00
  643     133.9375      3.00
  644     134.1458      3.00
  645     134.3542      3.00
  646     134.5625      3.00
  647     134.7708      3.00
  648     134.9792      3.00
  649     135.1875      3.00
  650     135.3958      3.00
  651     135.6042      3.00
  652     135.8125      3.00
  653     136.0208      3.00
  654     136.2292      3.00
  655     136.4375      3.00
  656     136.6458      3.00
  657     136.8542      3.00
  658     137.0625      3.00
  659     137.2708      3.00
  660     137.4792      3.00
  661     137.6875      3.00
  662     137.8958      3.00
  663     138.1042      3.00
  664     138.3125      3.00
  665     138.5208      3.00
  666     138.7292      3.00
  667     138.9375      3.10
  668     139.1458      3.10
  669     139.3542      3.10
  670     139.5625      3.10
  671     139.7708      3.10
  672     139.9792      3.10
  673     140.1875      3.10
  674     140.3958      3.00
  675     140.6042      3.00
  676     140.8125      3.00
  677     141.0208      3.00
  678     141.2292      3.00
  679     141.4375      3.00
  680     141.6458      3.00
  681     141.8542      3.00
  682     142.0625      3.00
  683     142.2708      3.00
  684     142.4792      3.00
  685     142.6875      3.00
  686     142.8958      3.00
  687     143.1042      3.00
  688     143.3125      3.00
  689     143.5208      3.00
  690     143.7292      3.00
  691     143.9375      3.10
  692     144.1458      3.10
  693     144.3542      3.10
  694     144.5625      3.10
  695     144.7708      3.10
  696     144.9792      3.10
  697     145.1875      3.10
  698     145.3958      3.10
  699     145.6042      3.10
  700     145.8125      3.10
  701     146.0208      3.10
  702     146.2292      3.10
  703     146.4375      3.10
  704     146.6458      3.10
  705     146.8542      3.10
  706     147.0625      3.10
  707     147.2708      3.10
  708     147.4792      3.10
  709     147.6875      3.10
  710     147.8958      3.10
  711     148.1042      3.10
  712     148.3125      3.20
  713     148.5208      3.20
  714     148.7292      3.10
  715     148.9375      3.10
  716     149.1458      3.10
  717     149.3542      3.10
  718     149.5625      3.10
  719     149.7708      3.10
  720     149.9792      3.10
  721     150.1875      3.10
  722     150.3958      3.10
  723     150.6042      3.10
  724     150.8125      3.10
  725     151.0208      3.10
  726     151.2292      3.10
  727     151.4375      3.20
  728     151.6458      3.10
  729     151.8542      3.10
  730     152.0625      3.10
  731     152.2708      3.10
  732     152.4792      3.10
  733     152.6875      3.10
  734     152.8958      3.10
  735     153.1042      3.10
  736     153.3125      3.10
  737     153.5208      3.10
  738     153.7292      3.10
  739     153.9375      3.10
  740     154.1458      3.10
  741     154.3542      3.10
  742     154.5625      3.10
  743     154.7708      3.10
  744     154.9792      3.10
  745     155.1875      3.10
  746     155.3958      3.10
  747     155.6042      3.20
  748     155.8125      3.10
  749     156.0208      3.10
  750     156.2292      3.10
  751     156.4375      3.10
  752     156.6458      3.10
  753     156.8542      3.10
  754     157.0625      3.10
  755     157.2708      3.10
  756     157.4792      3.10
  757     157.6875      3.10
  758     157.8958      3.10
  759     158.1042      3.10
  760     158.3125      3.10
  761     158.5208      3.10
  762     158.7292      3.10
  763     158.9375      3.10
  764     159.1458      3.10
  765     159.3542      3.10
  766     159.5625      3.10
  767     159.7708      3.10
  768     159.9792      3.20
  769     160.1875      3.20
  770     160.3958      3.20
  771     160.6042      3.20
  772     160.8125      3.20
  773     161.0208      3.20
  774     161.2292      3.20
  775     161.4375      3.10
  776     161.6458      3.10
  777     161.8542      3.10
  778     162.0625      3.10
  779     162.2708      3.10
  780     162.4792      3.20
  781     162.6875      3.20
  782     162.8958      3.20
  783     163.1042      3.20
  784     163.3125      3.20
  785     163.5208      3.20
  786     163.7292      3.20
  787     163.9375      3.20
  788     164.1458      3.20
  789     164.3542      3.20
  790     164.5625      3.20
  791     164.7708      3.20
  792     164.9792      3.30
  793     165.1875      3.20
  794     165.3958      3.30
  795     165.6042      3.20
  796     165.8125      3.20
  797     166.0208      3.20
  798     166.2292      3.10
  799     166.4375      3.10
  800     166.6458      3.10
  801     166.8542      3.10
  802     167.0625      3.10
  803     167.2708      3.10
  804     167.4792      3.10
  805     167.6875      3.10
  806     167.8958      3.10
  807     168.1042      3.10
  808     168.3125      3.20
  809     168.5208      3.20
  810     168.7292      3.20
  811     168.9375      3.20
  812     169.1458      3.20
  813     169.3542      3.30
  814     169.5625      3.30
  815     169.7708      3.30
  816     169.9792      3.30
  817     170.1875      3.30
  818     170.3958      3.30
  819     170.6042      3.30
  820     170.8125      3.30
  821     171.0208      3.30
  822     171.2292      3.30
  823     171.4375      3.30
  824     171.6458      3.30
  825     171.8542      3.30
  826     172.0625      3.30
  827     172.2708      3.40
  828     172.4792      3.40
  829     172.6875      3.40
  830     172.8958      3.40
  831     173.1042      3.30
  832     173.3125      3.30
  833     173.5208      3.30
  834     173.7292      3.30
  835     173.9375      3.30
  836     174.1458      3.30
  837     174.3542      3.30
  838     174.5625      3.30
  839     174.7708      3.30
  840     174.9792      3.30
  841     175.1875      3.20
  842     175.3958      3.20
  843     175.6042      3.20
  844     175.8125      3.20
  845     176.0208      3.20
  846     176.2292      3.20
  847     176.4375      3.20
  848     176.6458      3.20
  849     176.8542      3.20
  850     177.0625      3.20
  851     177.2708      3.20
  852     177.4792      3.20
  853     177.6875      3.20
  854     177.8958      3.20
  855     178.1042      3.20
  856     178.3125      3.20
  857     178.5208      3.20
  858     178.7292      3.20
  859     178.9375      3.20
  860     179.1458      3.20
  861     179.3542      3.30
  862     179.5625      3.30
  863     179.7708      3.30
  864     179.9792      3.30
  865     180.1875      3.20
  866     180.3958      3.20
  867     180.6042      3.20
  868     180.8125      3.20
  869     181.0208      3.20
  870     181.2292      3.20
  871     181.4375      3.30
  872     181.6458      3.30
  873     181.8542      3.30
  874     182.0625      3.30
  875     182.2708      3.30
  876     182.4792      3.30
  877     182.6875      3.30
  878     182.8958      3.30
  879     183.1042      3.20
  880     183.3125      3.20
  881     183.5208      3.30
  882     183.7292      3.20
  883     183.9375      3.20
  884     184.1458      3.20
  885     184.3542      3.30
  886     184.5625      3.30
  887     184.7708      3.30
  888     184.9792      3.30
  889     185.1875      3.20
  890     185.3958      3.30
  891     185.6042      3.30
  892     185.8125      3.30
  893     186.0208      3.30
  894     186.2292      3.30
  895     186.4375      3.40
  896     186.6458      3.30
  897     186.8542      3.40
  898     187.0625      3.30
  899     187.2708      3.40
  900     187.4792      3.40
  901     187.6875      3.40
  902     187.8958      3.40
  903     188.1042      3.30
  904     188.3125      3.30
  905     188.5208      3.40
  906     188.7292      3.40
  907     188.9375      3.40
  908     189.1458      3.40
  909     189.3542      3.50
  910     189.5625      3.50
  911     189.7708      3.50
  912     189.9792      3.50
  913     190.1875      3.60
  914     190.3958       NaN
  915     190.6042      3.60
  916     190.8125      3.60
  917     191.0208      3.60
  918     191.2292      3.60
  919     191.4375      3.60
  920     191.6458      3.60
  921     191.8542      3.60
  922     192.0625      3.60
  923     192.2708      3.50
  924     192.4792      3.50
  925     192.6875      3.50
  926     192.8958      3.50
  927     193.1042      3.50
  928     193.3125      3.50
  929     193.5208      3.50
  930     193.7292      3.50
  931     193.9375      3.40
  932     194.1458      3.40
  933     194.3542      3.40
  934     194.5625      3.40
  935     194.7708      3.40
  936     194.9792      3.40
  937     195.1875      3.40
  938     195.3958      3.50
  939     195.6042      3.50
  940     195.8125      3.50
  941     196.0208      3.60
  942     196.2292      3.60
  943     196.4375      3.60
  944     196.6458      3.60
  945     196.8542      3.60
  946     197.0625      3.60
  947     197.2708      3.60
  948     197.4792      3.60
  949     197.6875      3.60
  950     197.8958      3.50
  951     198.1042      3.50
  952     198.3125      3.50
  953     198.5208      3.60
  954     198.7292      3.50
  955     198.9375      3.50
  956     199.1458      3.50
  957     199.3542      3.50
  958     199.5625      3.50
  959     199.7708      3.50
  960     199.9792      3.50
  961     200.1875      3.50
  962     200.3958      3.60
  963     200.6042      3.60
  964     200.8125      3.60
  965     201.0208      3.60
  966     201.2292      3.60
  967     201.4375      3.60
  968     201.6458      3.60
  969     201.8542      3.60
  970     202.0625      3.60
  971     202.2708      3.60
  972     202.4792      3.60
  973     202.6875      3.60
  974     202.8958      3.60
  975     203.1042      3.60
  976     203.3125      3.60
  977     203.5208      3.60
  978     203.7292      3.60
  979     203.9375      3.60
  980     204.1458      3.60
  981     204.3542      3.60
  982     204.5625      3.60
  983     204.7708      3.60
  984     204.9792      3.60
  985     205.1875      3.50
  986     205.3958      3.50
  987     205.6042      3.50
  988     205.8125       NaN
  989     206.0208       NaN
  990     206.2292       NaN
  991     206.4375       NaN
  992     206.6458       NaN
  993     206.8542       NaN
  994     207.0625       NaN
  995     207.2708       NaN
  996     207.4792       NaN
  997     207.6875       NaN
  998     207.8958       NaN
  999     208.1042      3.60
 1000     208.3125       NaN
 1001     208.5208      3.60
 1002     208.7292       NaN
 1003     208.9375       NaN
 1004     209.1458      3.60
 1005     209.3542       NaN
 1006     209.5625       NaN
 1007     209.7708       NaN
 1008     209.9792       NaN
 1009     210.1875       NaN
 1010     210.3958       NaN
 1011     210.6042       NaN
 1012     210.8125       NaN
 1013     211.0208       NaN
 1014     211.2292       NaN
 1015     211.4375       NaN
 1016     211.6458       NaN
 1017     211.8542       NaN
 1018     212.0625       NaN
 1019     212.2708       NaN
 1020     212.4792      3.60
 1021     212.6875      3.60
 1022     212.8958      3.50
 1023     213.1042      3.60
 1024     213.3125      3.60
 1025     213.5208      3.60
 1026     213.7292      3.60
 1027     213.9375      3.60
 1028     214.1458      3.60
 1029     214.3542      3.70
 1030     214.5625      3.70
 1031     214.7708      3.70
 1032     214.9792      3.70
 1033     215.1875      3.70
 1034     215.3958      3.80
 1035     215.6042      3.80
 1036     215.8125      3.70
 1037     216.0208      3.70
 1038     216.2292      3.70
 1039     216.4375      3.70
 1040     216.6458      3.70
 1041     216.8542      3.70
 1042     217.0625      3.80
 1043     217.2708       NaN
 1044     217.4792       NaN
 1045     217.6875       NaN
 1046     217.8958       NaN
 1047     218.1042       NaN
 1048     218.3125       NaN
 1049     218.5208       NaN
 1050     218.7292       NaN
 1051     218.9375       NaN
 1052     219.1458       NaN
 1053     219.3542       NaN
 1054     219.5625       NaN
 1055     219.7708       NaN
 1056     219.9792       NaN
 1057     220.1875       NaN
 1058     220.3958       NaN
 1059     220.6042       NaN
 1060     220.8125       NaN
 1061     221.0208       NaN
 1062     221.2292       NaN
 1063     221.4375       NaN
 1064     221.6458       NaN
 1065     221.8542       NaN
 1066     222.0625       NaN
 1067     222.2708       NaN
 1068     222.4792       NaN
 1069     222.6875       NaN
 1070     222.8958       NaN
 1071     223.1042       NaN
 1072     223.3125       NaN
 1073     223.5208       NaN
 1074     223.7292       NaN
 1075     223.9375       NaN
 1076     224.1458       NaN
 1077     224.3542       NaN
 1078     224.5625       NaN
 1079     224.7708       NaN
 1080     224.9792       NaN
 1081     225.1875       NaN
 1082     225.3958      3.10
 1083     225.6042      3.10
 1084     225.8125      3.10
 1085     226.0208      3.10
 1086     226.2292      3.20
 1087     226.4375      3.20
 1088     226.6458      3.20
 1089     226.8542      3.20
 1090     227.0625      3.20
 1091     227.2708      3.20
 1092     227.4792      3.20
 1093     227.6875      3.20
 1094     227.8958      3.20
 1095     228.1042      3.20
 1096     228.3125      3.20
 1097     228.5208      3.20
 1098     228.7292      3.20
 1099     228.9375      3.20
 1100     229.1458      3.20
 1101     229.3542      3.20
 1102     229.5625      3.20
 1103     229.7708      3.20
 1104     229.9792      3.20
 1105     230.1875      3.20
 1106     230.3958      3.30
 1107     230.6042      3.30
 1108     230.8125      3.30
 1109     231.0208      3.30
 1110     231.2292      3.20
 1111     231.4375      3.20
 1112     231.6458      3.20
 1113     231.8542       NaN
 1114     232.0625       NaN
 1115     232.2708       NaN
 1116     232.4792      3.20
 1117     232.6875      3.20
 1118     232.8958      3.20
 1119     233.1042      3.20
 1120     233.3125      3.20
 1121     233.5208      3.20
 1122     233.7292      3.20
