;Produced by Yue Chen, @LANL, on Oct 24, 2023
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: Low L boudary of >2MeV electrons determined by low Earth orbit satellite POES-15 P6 between 20130220 and 20180630
;Columns: S/N, Time (in days, counted from 20130220 00:00:00), L-bound value
;P6 threshold value = 3.00

;format (I5, 3x, f10.4, f10.2)

  S/N         Time    Lbound
    1       0.0625       NaN
    2       0.1875       NaN
    3       0.3125       NaN
    4       0.4375       NaN
    5       0.5625       NaN
    6       0.6875       NaN
    7       0.8125       NaN
    8       0.9375       NaN
    9       1.0625       NaN
   10       1.1875       NaN
   11       1.3125       NaN
   12       1.4375       NaN
   13       1.5625       NaN
   14       1.6875       NaN
   15       1.8125       NaN
   16       1.9375       NaN
   17       2.0625       NaN
   18       2.1875       NaN
   19       2.3125       NaN
   20       2.4375       NaN
   21       2.5625       NaN
   22       2.6875       NaN
   23       2.8125       NaN
   24       2.9375       NaN
   25       3.0625       NaN
   26       3.1875       NaN
   27       3.3125       NaN
   28       3.4375       NaN
   29       3.5625       NaN
   30       3.6875       NaN
   31       3.8125       NaN
   32       3.9375       NaN
   33       4.0625      4.20
   34       4.1875      4.20
   35       4.3125       NaN
   36       4.4375       NaN
   37       4.5625       NaN
   38       4.6875       NaN
   39       4.8125       NaN
   40       4.9375       NaN
   41       5.0625      4.30
   42       5.1875      4.30
   43       5.3125       NaN
   44       5.4375       NaN
   45       5.5625       NaN
   46       5.6875       NaN
   47       5.8125       NaN
   48       5.9375       NaN
   49       6.0625      4.10
   50       6.1875      4.10
   51       6.3125       NaN
   52       6.4375       NaN
   53       6.5625       NaN
   54       6.6875       NaN
   55       6.8125       NaN
   56       6.9375       NaN
   57       7.0625      4.10
   58       7.1875      4.10
   59       7.3125       NaN
   60       7.4375       NaN
   61       7.5625       NaN
   62       7.6875       NaN
   63       7.8125       NaN
   64       7.9375       NaN
   65       8.0625      4.10
   66       8.1875      4.10
   67       8.3125       NaN
   68       8.4375       NaN
   69       8.5625       NaN
   70       8.6875       NaN
   71       8.8125       NaN
   72       8.9375       NaN
   73       9.0625      4.20
   74       9.1875       NaN
   75       9.3125       NaN
   76       9.4375       NaN
   77       9.5625       NaN
   78       9.6875       NaN
   79       9.8125       NaN
   80       9.9375       NaN
   81      10.0625      3.70
   82      10.1875      3.60
   83      10.3125      3.60
   84      10.4375      3.60
   85      10.5625      3.60
   86      10.6875      3.60
   87      10.8125      3.60
   88      10.9375      3.60
   89      11.0625      3.60
   90      11.1875      3.50
   91      11.3125      3.60
   92      11.4375      3.60
   93      11.5625      3.60
   94      11.6875      3.60
   95      11.8125      3.60
   96      11.9375      3.60
   97      12.0625      3.60
   98      12.1875      3.60
   99      12.3125      3.60
  100      12.4375      3.60
  101      12.5625      3.60
  102      12.6875      3.60
  103      12.8125      3.60
  104      12.9375      3.70
  105      13.0625      3.60
  106      13.1875      3.60
  107      13.3125      3.60
  108      13.4375      3.60
  109      13.5625      3.60
  110      13.6875      3.60
  111      13.8125      3.60
  112      13.9375      3.70
  113      14.0625      3.70
  114      14.1875      3.70
  115      14.3125      3.70
  116      14.4375      3.60
  117      14.5625      3.70
  118      14.6875      3.60
  119      14.8125      3.70
  120      14.9375      3.70
  121      15.0625      3.70
  122      15.1875      3.70
  123      15.3125      3.70
  124      15.4375      3.70
  125      15.5625      3.70
  126      15.6875      3.70
  127      15.8125      3.70
  128      15.9375      3.70
  129      16.0625      3.70
  130      16.1875      3.70
  131      16.3125      3.70
  132      16.4375      3.70
  133      16.5625      3.70
  134      16.6875      3.70
  135      16.8125      3.70
  136      16.9375      3.70
  137      17.0625      3.70
  138      17.1875      3.60
  139      17.3125      3.60
  140      17.4375      3.60
  141      17.5625      3.60
  142      17.6875      3.70
  143      17.8125      3.70
  144      17.9375      3.70
  145      18.0625      3.70
  146      18.1875      3.70
  147      18.3125      3.70
  148      18.4375      3.70
  149      18.5625      3.70
  150      18.6875      3.70
  151      18.8125      3.70
  152      18.9375      3.70
  153      19.0625      3.60
  154      19.1875      3.60
  155      19.3125      3.60
  156      19.4375      3.60
  157      19.5625      3.60
  158      19.6875      3.60
  159      19.8125      3.60
  160      19.9375      3.60
  161      20.0625      3.60
  162      20.1875      3.60
  163      20.3125      3.60
  164      20.4375      3.60
  165      20.5625      3.60
  166      20.6875      3.60
  167      20.8125      3.60
  168      20.9375      3.60
  169      21.0625      3.60
  170      21.1875      3.60
  171      21.3125      3.60
  172      21.4375      3.60
  173      21.5625      3.60
  174      21.6875      3.60
  175      21.8125      3.60
  176      21.9375      3.60
  177      22.0625      3.60
  178      22.1875      3.60
  179      22.3125      3.60
  180      22.4375      3.60
  181      22.5625      3.60
  182      22.6875      3.60
  183      22.8125      3.60
  184      22.9375      3.60
  185      23.0625      3.60
  186      23.1875      3.60
  187      23.3125      3.60
  188      23.4375      3.60
  189      23.5625      3.60
  190      23.6875      3.60
  191      23.8125      3.60
  192      23.9375      3.60
  193      24.0625      3.60
  194      24.1875      3.50
  195      24.3125      3.50
  196      24.4375      3.50
  197      24.5625      3.50
  198      24.6875      3.50
  199      24.8125      3.50
  200      24.9375      3.60
  201      25.0625      3.60
  202      25.1875      3.50
  203      25.3125      3.50
  204      25.4375      3.50
  205      25.5625      3.50
  206      25.6875      3.40
  207      25.8125       NaN
  208      25.9375      2.90
  209      26.0625      2.90
  210      26.1875      2.90
  211      26.3125      2.90
  212      26.4375      2.90
  213      26.5625      2.90
  214      26.6875      2.90
  215      26.8125      2.80
  216      26.9375      2.80
  217      27.0625      2.80
  218      27.1875      2.80
  219      27.3125      2.80
  220      27.4375      2.80
  221      27.5625      2.80
  222      27.6875      2.80
  223      27.8125      2.80
  224      27.9375      2.80
  225      28.0625      2.70
  226      28.1875      2.70
  227      28.3125      2.70
  228      28.4375      2.80
  229      28.5625      2.80
  230      28.6875      2.80
  231      28.8125      2.90
  232      28.9375      2.90
  233      29.0625      2.90
  234      29.1875      2.90
  235      29.3125      2.90
  236      29.4375      2.80
  237      29.5625      2.90
  238      29.6875      2.90
  239      29.8125      2.90
  240      29.9375      2.90
  241      30.0625      2.90
  242      30.1875      2.90
  243      30.3125      2.90
  244      30.4375      2.90
  245      30.5625      2.90
  246      30.6875      3.00
  247      30.8125      2.90
  248      30.9375      2.90
  249      31.0625      2.90
  250      31.1875      2.90
  251      31.3125      2.90
  252      31.4375      2.90
  253      31.5625      3.00
  254      31.6875      3.00
  255      31.8125      3.00
  256      31.9375      3.00
  257      32.0625      3.00
  258      32.1875      3.00
  259      32.3125      3.00
  260      32.4375      3.00
  261      32.5625      3.00
  262      32.6875      3.00
  263      32.8125      3.00
  264      32.9375      3.00
  265      33.0625      3.00
  266      33.1875      3.00
  267      33.3125      3.00
  268      33.4375      3.00
  269      33.5625      3.00
  270      33.6875      3.00
  271      33.8125      3.00
  272      33.9375      3.00
  273      34.0625      3.00
  274      34.1875      3.00
  275      34.3125      3.00
  276      34.4375      3.00
  277      34.5625      3.00
  278      34.6875      3.00
  279      34.8125      3.00
  280      34.9375      3.00
  281      35.0625      3.00
  282      35.1875      3.00
  283      35.3125      3.00
  284      35.4375      3.00
  285      35.5625      3.00
  286      35.6875      3.00
  287      35.8125      3.00
  288      35.9375      2.90
  289      36.0625      2.90
  290      36.1875      2.90
  291      36.3125      2.90
  292      36.4375      2.90
  293      36.5625      2.90
  294      36.6875      3.00
  295      36.8125      3.00
  296      36.9375      3.00
  297      37.0625      3.00
  298      37.1875      3.00
  299      37.3125      3.00
  300      37.4375      3.00
  301      37.5625      3.00
  302      37.6875      3.00
  303      37.8125      3.00
  304      37.9375      3.00
  305      38.0625      3.00
  306      38.1875      3.00
  307      38.3125      3.00
  308      38.4375      3.00
  309      38.5625      3.00
  310      38.6875      3.00
  311      38.8125      3.00
  312      38.9375      3.00
  313      39.0625      3.00
  314      39.1875      3.00
  315      39.3125      3.00
  316      39.4375      3.00
  317      39.5625      3.00
  318      39.6875      3.00
  319      39.8125      3.00
  320      39.9375      3.00
  321      40.0625      3.00
  322      40.1875      3.00
  323      40.3125      3.00
  324      40.4375      3.00
  325      40.5625      3.00
  326      40.6875      3.00
  327      40.8125      3.00
  328      40.9375      3.00
  329      41.0625      3.00
  330      41.1875      3.00
  331      41.3125      3.00
  332      41.4375      3.00
  333      41.5625      3.00
  334      41.6875      3.00
  335      41.8125      3.00
  336      41.9375      3.00
  337      42.0625      3.00
  338      42.1875      3.00
  339      42.3125      3.00
  340      42.4375      3.00
  341      42.5625      3.00
  342      42.6875      3.00
  343      42.8125      3.00
  344      42.9375      3.10
  345      43.0625      3.00
  346      43.1875      3.00
  347      43.3125      3.00
  348      43.4375      3.00
  349      43.5625      3.00
  350      43.6875      3.00
  351      43.8125      3.00
  352      43.9375      3.10
  353      44.0625      3.10
  354      44.1875      3.10
  355      44.3125      3.10
  356      44.4375      3.10
  357      44.5625      3.10
  358      44.6875      3.10
  359      44.8125      3.10
  360      44.9375      3.10
  361      45.0625      3.10
  362      45.1875      3.10
  363      45.3125      3.10
  364      45.4375      3.10
  365      45.5625      3.10
  366      45.6875      3.10
  367      45.8125      3.10
  368      45.9375      3.10
  369      46.0625      3.10
  370      46.1875      3.10
  371      46.3125      3.00
  372      46.4375      3.10
  373      46.5625      3.10
  374      46.6875      3.10
  375      46.8125      3.10
  376      46.9375      3.10
  377      47.0625      3.10
  378      47.1875      3.10
  379      47.3125      3.10
  380      47.4375      3.10
  381      47.5625      3.10
  382      47.6875      3.10
  383      47.8125      3.10
  384      47.9375      3.10
  385      48.0625      3.10
  386      48.1875      3.10
  387      48.3125      3.10
  388      48.4375      3.10
  389      48.5625      3.10
  390      48.6875      3.10
  391      48.8125      3.10
  392      48.9375      3.10
  393      49.0625      3.10
  394      49.1875      3.10
  395      49.3125      3.10
  396      49.4375      3.10
  397      49.5625      3.20
  398      49.6875      3.10
  399      49.8125      3.20
  400      49.9375      3.10
  401      50.0625      3.10
  402      50.1875      3.10
  403      50.3125      3.10
  404      50.4375      3.10
  405      50.5625      3.10
  406      50.6875      3.10
  407      50.8125      3.10
  408      50.9375      3.20
  409      51.0625      3.10
  410      51.1875      3.10
  411      51.3125      3.10
  412      51.4375      3.10
  413      51.5625      3.10
  414      51.6875      3.10
  415      51.8125      3.10
  416      51.9375      3.10
  417      52.0625      3.10
  418      52.1875      3.10
  419      52.3125      3.10
  420      52.4375      3.10
  421      52.5625      3.10
  422      52.6875      3.10
  423      52.8125      3.10
  424      52.9375      3.10
  425      53.0625      3.10
  426      53.1875      3.10
  427      53.3125      3.10
  428      53.4375      3.10
  429      53.5625      3.10
  430      53.6875      3.10
  431      53.8125      3.10
  432      53.9375      3.20
  433      54.0625      3.10
  434      54.1875      3.10
  435      54.3125      3.10
  436      54.4375      3.20
  437      54.5625      3.20
  438      54.6875      3.20
  439      54.8125      3.10
  440      54.9375      3.10
  441      55.0625      3.10
  442      55.1875      3.10
  443      55.3125      3.10
  444      55.4375      3.10
  445      55.5625      3.10
  446      55.6875      3.10
  447      55.8125      3.10
  448      55.9375      3.00
  449      56.0625      3.00
  450      56.1875      3.00
  451      56.3125      3.00
  452      56.4375      3.00
  453      56.5625      3.00
  454      56.6875      3.10
  455      56.8125      3.10
  456      56.9375      3.10
  457      57.0625      3.10
  458      57.1875      3.10
  459      57.3125      3.10
  460      57.4375      3.10
  461      57.5625      3.10
  462      57.6875      3.10
  463      57.8125      3.10
  464      57.9375       NaN
  465      58.0625      3.10
  466      58.1875      3.10
  467      58.3125      3.10
  468      58.4375       NaN
  469      58.5625      3.20
  470      58.6875      3.10
  471      58.8125       NaN
  472      58.9375       NaN
  473      59.0625      3.10
  474      59.1875      3.10
  475      59.3125      3.10
  476      59.4375      3.10
  477      59.5625      3.10
  478      59.6875      3.10
  479      59.8125       NaN
  480      59.9375       NaN
  481      60.0625      3.10
  482      60.1875      3.10
  483      60.3125       NaN
  484      60.4375       NaN
  485      60.5625       NaN
  486      60.6875       NaN
  487      60.8125       NaN
  488      60.9375       NaN
  489      61.0625      3.20
  490      61.1875      3.10
  491      61.3125       NaN
  492      61.4375       NaN
  493      61.5625      3.20
  494      61.6875      3.10
  495      61.8125       NaN
  496      61.9375       NaN
  497      62.0625      3.20
  498      62.1875      3.10
  499      62.3125       NaN
  500      62.4375       NaN
  501      62.5625       NaN
  502      62.6875      3.20
  503      62.8125       NaN
  504      62.9375       NaN
  505      63.0625      3.10
  506      63.1875      3.10
  507      63.3125      3.10
  508      63.4375      3.10
  509      63.5625      3.10
  510      63.6875      3.10
  511      63.8125       NaN
  512      63.9375       NaN
  513      64.0625      3.00
  514      64.1875       NaN
  515      64.3125       NaN
  516      64.4375       NaN
  517      64.5625       NaN
  518      64.6875       NaN
  519      64.8125       NaN
  520      64.9375       NaN
  521      65.0625      3.10
  522      65.1875      3.10
  523      65.3125      3.10
  524      65.4375      3.10
  525      65.5625      3.10
  526      65.6875      3.10
  527      65.8125      3.10
  528      65.9375      3.10
  529      66.0625      3.10
  530      66.1875      3.10
  531      66.3125      3.00
  532      66.4375      3.10
  533      66.5625      3.10
  534      66.6875      3.10
  535      66.8125      3.10
  536      66.9375      3.10
  537      67.0625      3.10
  538      67.1875      3.10
  539      67.3125      3.10
  540      67.4375      3.10
  541      67.5625      3.10
  542      67.6875      3.10
  543      67.8125      3.10
  544      67.9375      3.20
  545      68.0625      3.10
  546      68.1875      3.10
  547      68.3125      3.10
  548      68.4375      3.10
  549      68.5625      3.10
  550      68.6875      3.10
  551      68.8125      3.10
  552      68.9375      3.20
  553      69.0625      3.30
  554      69.1875      3.20
  555      69.3125      3.20
  556      69.4375      3.20
  557      69.5625      3.20
  558      69.6875      3.20
  559      69.8125      3.20
  560      69.9375      3.20
  561      70.0625      3.20
  562      70.1875      3.20
  563      70.3125      3.20
  564      70.4375      3.20
  565      70.5625      3.20
  566      70.6875      3.20
  567      70.8125      3.20
  568      70.9375      3.20
  569      71.0625      3.20
  570      71.1875      3.20
  571      71.3125      3.10
  572      71.4375      3.10
  573      71.5625      3.10
  574      71.6875      3.10
  575      71.8125      3.10
  576      71.9375      3.20
  577      72.0625      3.20
  578      72.1875      3.10
  579      72.3125      3.10
  580      72.4375      3.20
  581      72.5625      3.20
  582      72.6875      3.20
  583      72.8125      3.20
  584      72.9375      3.20
  585      73.0625      3.20
  586      73.1875      3.20
  587      73.3125      3.20
  588      73.4375      3.20
  589      73.5625      3.20
  590      73.6875      3.20
  591      73.8125      3.20
  592      73.9375      3.20
  593      74.0625      3.20
  594      74.1875      3.20
  595      74.3125      3.20
  596      74.4375      3.20
  597      74.5625      3.20
  598      74.6875      3.20
  599      74.8125      3.20
  600      74.9375      3.30
  601      75.0625      3.30
  602      75.1875      3.30
  603      75.3125      3.30
  604      75.4375      3.30
  605      75.5625      3.30
  606      75.6875      3.30
  607      75.8125      3.30
  608      75.9375      3.30
  609      76.0625      3.30
  610      76.1875      3.30
  611      76.3125      3.20
  612      76.4375      3.20
  613      76.5625      3.20
  614      76.6875      3.20
  615      76.8125      3.20
  616      76.9375      3.20
  617      77.0625      3.20
  618      77.1875      3.20
  619      77.3125      3.20
  620      77.4375      3.30
  621      77.5625      3.30
  622      77.6875      3.30
  623      77.8125      3.30
  624      77.9375      3.30
  625      78.0625      3.30
  626      78.1875      3.30
  627      78.3125      3.30
  628      78.4375      3.30
  629      78.5625      3.30
  630      78.6875      3.30
  631      78.8125      3.30
  632      78.9375      3.30
  633      79.0625      3.30
  634      79.1875      3.30
  635      79.3125      3.30
  636      79.4375      3.30
  637      79.5625      3.30
  638      79.6875      3.30
  639      79.8125      3.30
  640      79.9375      3.30
  641      80.0625      3.30
  642      80.1875      3.30
  643      80.3125      3.30
  644      80.4375      3.30
  645      80.5625      3.40
  646      80.6875      3.30
  647      80.8125      3.30
  648      80.9375      3.30
  649      81.0625      3.30
  650      81.1875      3.30
  651      81.3125      3.30
  652      81.4375      3.30
  653      81.5625      3.30
  654      81.6875      3.30
  655      81.8125      3.30
  656      81.9375      3.30
  657      82.0625      3.30
  658      82.1875      3.30
  659      82.3125      3.30
  660      82.4375      3.40
  661      82.5625      3.40
  662      82.6875      3.40
  663      82.8125      3.30
  664      82.9375      3.30
  665      83.0625      3.30
  666      83.1875      3.30
  667      83.3125      3.30
  668      83.4375      3.30
  669      83.5625      3.40
  670      83.6875      3.30
  671      83.8125      3.30
  672      83.9375      3.30
  673      84.0625      3.30
  674      84.1875      3.30
  675      84.3125      3.30
  676      84.4375      3.30
  677      84.5625      3.30
  678      84.6875      3.30
  679      84.8125      3.30
  680      84.9375      3.30
  681      85.0625      3.30
  682      85.1875      3.20
  683      85.3125      3.20
  684      85.4375      3.20
  685      85.5625      3.20
  686      85.6875      3.20
  687      85.8125      3.20
  688      85.9375      3.20
  689      86.0625      3.20
  690      86.1875      3.20
  691      86.3125      3.20
  692      86.4375      3.20
  693      86.5625      3.20
  694      86.6875      3.20
  695      86.8125      3.20
  696      86.9375      3.20
  697      87.0625      3.20
  698      87.1875      3.20
  699      87.3125      3.20
  700      87.4375      3.20
  701      87.5625      3.20
  702      87.6875      3.20
  703      87.8125       NaN
  704      87.9375       NaN
  705      88.0625      3.30
  706      88.1875      3.30
  707      88.3125       NaN
  708      88.4375       NaN
  709      88.5625      3.30
  710      88.6875      3.30
  711      88.8125      3.30
  712      88.9375      3.30
  713      89.0625      3.30
  714      89.1875      3.30
  715      89.3125      3.30
  716      89.4375      3.30
  717      89.5625      3.30
  718      89.6875      3.30
  719      89.8125      3.30
  720      89.9375      3.30
  721      90.0625      3.30
  722      90.1875      3.20
  723      90.3125      3.20
  724      90.4375      3.20
  725      90.5625      3.20
  726      90.6875      3.20
  727      90.8125      3.20
  728      90.9375      3.30
  729      91.0625      3.20
  730      91.1875      3.20
  731      91.3125      3.20
  732      91.4375      3.30
  733      91.5625      3.30
  734      91.6875      3.30
  735      91.8125      3.30
  736      91.9375      3.30
  737      92.0625      3.20
  738      92.1875      3.20
  739      92.3125      3.20
  740      92.4375      3.20
  741      92.5625      3.20
  742      92.6875      3.20
  743      92.8125      3.20
  744      92.9375      3.30
  745      93.0625      3.30
  746      93.1875      3.30
  747      93.3125      3.30
  748      93.4375      3.30
  749      93.5625      3.30
  750      93.6875      3.30
  751      93.8125      3.30
  752      93.9375      3.30
  753      94.0625      3.30
  754      94.1875      3.30
  755      94.3125      3.30
  756      94.4375      3.30
  757      94.5625      3.30
  758      94.6875      3.30
  759      94.8125      3.40
  760      94.9375      3.30
  761      95.0625      3.30
  762      95.1875      3.30
  763      95.3125      3.30
  764      95.4375      3.30
  765      95.5625      3.30
  766      95.6875      3.30
  767      95.8125      3.30
  768      95.9375      3.30
  769      96.0625      3.20
  770      96.1875      3.20
  771      96.3125      3.20
  772      96.4375      3.20
  773      96.5625      3.20
  774      96.6875      3.20
  775      96.8125      3.30
  776      96.9375      3.30
  777      97.0625      3.30
  778      97.1875      3.30
  779      97.3125      3.30
  780      97.4375      3.30
  781      97.5625      3.30
  782      97.6875      3.30
  783      97.8125      3.30
  784      97.9375      3.30
  785      98.0625      3.30
  786      98.1875      3.30
  787      98.3125      3.30
  788      98.4375      3.30
  789      98.5625      3.40
  790      98.6875      3.40
  791      98.8125      3.40
  792      98.9375      3.40
  793      99.0625      3.40
  794      99.1875      3.40
  795      99.3125      3.40
  796      99.4375      3.40
  797      99.5625      3.40
  798      99.6875      3.40
  799      99.8125      3.40
  800      99.9375      3.40
  801     100.0625      3.40
  802     100.1875      3.40
  803     100.3125      3.40
  804     100.4375      3.40
  805     100.5625      3.40
  806     100.6875      3.40
  807     100.8125      3.40
  808     100.9375      3.40
  809     101.0625      3.30
  810     101.1875      3.30
  811     101.3125      3.20
  812     101.4375      3.10
  813     101.5625      3.10
  814     101.6875      3.00
  815     101.8125       NaN
  816     101.9375       NaN
  817     102.0625      3.00
  818     102.1875      2.90
  819     102.3125      2.90
  820     102.4375      2.90
  821     102.5625      2.90
  822     102.6875      2.90
  823     102.8125      2.90
  824     102.9375      2.90
  825     103.0625      2.90
  826     103.1875      2.90
  827     103.3125      2.90
  828     103.4375      2.90
  829     103.5625      2.90
  830     103.6875      3.00
  831     103.8125      3.00
  832     103.9375      3.00
  833     104.0625      3.00
  834     104.1875      3.00
  835     104.3125      3.00
  836     104.4375      3.00
  837     104.5625      3.00
  838     104.6875      3.00
  839     104.8125      3.00
  840     104.9375      3.00
  841     105.0625      3.10
  842     105.1875      3.10
  843     105.3125      3.10
  844     105.4375      3.10
  845     105.5625      3.10
  846     105.6875      3.10
  847     105.8125      3.10
  848     105.9375      3.10
  849     106.0625      3.10
  850     106.1875      3.10
  851     106.3125      3.10
  852     106.4375      3.10
  853     106.5625      3.10
  854     106.6875      3.10
  855     106.8125      3.10
  856     106.9375      3.10
  857     107.0625      3.10
  858     107.1875      3.10
  859     107.3125      3.10
  860     107.4375      3.10
  861     107.5625      3.10
  862     107.6875      3.10
  863     107.8125      3.10
  864     107.9375      3.10
  865     108.0625      3.10
  866     108.1875      3.10
  867     108.3125      3.10
  868     108.4375      3.10
  869     108.5625      3.10
  870     108.6875      3.10
  871     108.8125      3.10
  872     108.9375      3.10
  873     109.0625      3.10
  874     109.1875      3.10
  875     109.3125      3.10
  876     109.4375      3.10
  877     109.5625      3.10
  878     109.6875      3.10
  879     109.8125      3.10
  880     109.9375      3.10
  881     110.0625      3.10
  882     110.1875      3.10
  883     110.3125      3.10
  884     110.4375      3.10
  885     110.5625      3.10
  886     110.6875      3.10
  887     110.8125      3.10
  888     110.9375      3.10
  889     111.0625      3.10
  890     111.1875      3.10
  891     111.3125      3.10
  892     111.4375      3.10
  893     111.5625      3.10
  894     111.6875      3.10
  895     111.8125      3.10
  896     111.9375      3.10
  897     112.0625      3.10
  898     112.1875      3.10
  899     112.3125      3.10
  900     112.4375      3.10
  901     112.5625      3.10
  902     112.6875      3.10
  903     112.8125      3.10
  904     112.9375      3.20
  905     113.0625      3.10
  906     113.1875      3.10
  907     113.3125      3.10
  908     113.4375      3.10
  909     113.5625      3.10
  910     113.6875      3.10
  911     113.8125      3.10
  912     113.9375      3.10
  913     114.0625      3.10
  914     114.1875      3.10
  915     114.3125      3.10
  916     114.4375      3.10
  917     114.5625      3.10
  918     114.6875      3.10
  919     114.8125      3.10
  920     114.9375      3.10
  921     115.0625      3.10
  922     115.1875      3.10
  923     115.3125      3.10
  924     115.4375      3.10
  925     115.5625      3.10
  926     115.6875      3.10
  927     115.8125      3.10
  928     115.9375      3.10
  929     116.0625      3.10
  930     116.1875      3.10
  931     116.3125      3.10
  932     116.4375      3.10
  933     116.5625      3.10
  934     116.6875      3.10
  935     116.8125      3.10
  936     116.9375      3.20
  937     117.0625      3.20
  938     117.1875      3.20
  939     117.3125      3.20
  940     117.4375      3.20
  941     117.5625      3.20
  942     117.6875      3.10
  943     117.8125      3.10
  944     117.9375      3.20
  945     118.0625      3.20
  946     118.1875      3.20
  947     118.3125      3.20
  948     118.4375      3.20
  949     118.5625      3.20
  950     118.6875      3.20
  951     118.8125      3.20
  952     118.9375      3.20
  953     119.0625      3.10
  954     119.1875      3.10
  955     119.3125      3.10
  956     119.4375      3.10
  957     119.5625      3.10
  958     119.6875      3.10
  959     119.8125      3.10
  960     119.9375      3.20
  961     120.0625      3.20
  962     120.1875      3.20
  963     120.3125      3.10
  964     120.4375      3.20
  965     120.5625      3.20
  966     120.6875      3.10
  967     120.8125      3.10
  968     120.9375      3.10
  969     121.0625      3.10
  970     121.1875      3.10
  971     121.3125      3.10
  972     121.4375      3.10
  973     121.5625      3.10
  974     121.6875      3.10
  975     121.8125      3.10
  976     121.9375      3.10
  977     122.0625      3.10
  978     122.1875      3.10
  979     122.3125      3.10
  980     122.4375      3.10
  981     122.5625      3.10
  982     122.6875      3.10
  983     122.8125      3.10
  984     122.9375      3.10
  985     123.0625      3.10
  986     123.1875      3.10
  987     123.3125      3.10
  988     123.4375      3.10
  989     123.5625      3.10
  990     123.6875      3.10
  991     123.8125      3.10
  992     123.9375      3.20
  993     124.0625      3.20
  994     124.1875      3.10
  995     124.3125      3.10
  996     124.4375      3.10
  997     124.5625      3.10
  998     124.6875      3.10
  999     124.8125      3.10
 1000     124.9375      3.20
 1001     125.0625      3.20
 1002     125.1875      3.10
 1003     125.3125      3.10
 1004     125.4375      3.20
 1005     125.5625      3.20
 1006     125.6875      3.20
 1007     125.8125      3.20
 1008     125.9375      3.20
 1009     126.0625      3.20
 1010     126.1875      3.20
 1011     126.3125      3.20
 1012     126.4375      3.20
 1013     126.5625      3.20
 1014     126.6875      3.20
 1015     126.8125      3.20
 1016     126.9375      3.20
 1017     127.0625      3.20
 1018     127.1875      3.20
 1019     127.3125      3.20
 1020     127.4375      3.20
 1021     127.5625      3.20
 1022     127.6875      3.20
 1023     127.8125      3.20
 1024     127.9375      3.30
 1025     128.0625      3.20
 1026     128.1875      3.20
 1027     128.3125      3.20
 1028     128.4375      3.20
 1029     128.5625      3.20
 1030     128.6875      3.20
 1031     128.8125      3.20
 1032     128.9375      3.20
 1033     129.0625      3.20
 1034     129.1875      3.20
 1035     129.3125      3.20
 1036     129.4375      3.10
 1037     129.5625      3.00
 1038     129.6875      3.00
 1039     129.8125      2.90
 1040     129.9375      2.80
 1041     130.0625      2.70
 1042     130.1875      2.70
 1043     130.3125      2.70
 1044     130.4375      2.70
 1045     130.5625      2.70
 1046     130.6875      2.70
 1047     130.8125      2.70
 1048     130.9375      2.80
 1049     131.0625      2.80
 1050     131.1875      2.80
 1051     131.3125      2.80
 1052     131.4375      2.80
 1053     131.5625      2.80
 1054     131.6875      2.80
 1055     131.8125      2.90
 1056     131.9375      2.90
 1057     132.0625      3.00
 1058     132.1875      3.00
 1059     132.3125      3.00
 1060     132.4375      3.00
 1061     132.5625      3.00
 1062     132.6875      3.00
 1063     132.8125      3.00
 1064     132.9375      3.00
 1065     133.0625      3.00
 1066     133.1875      3.00
 1067     133.3125      3.00
 1068     133.4375      3.00
 1069     133.5625      3.00
 1070     133.6875      3.00
 1071     133.8125      3.00
 1072     133.9375      3.00
 1073     134.0625      3.00
 1074     134.1875      3.00
 1075     134.3125      3.00
 1076     134.4375      3.00
 1077     134.5625      3.00
 1078     134.6875      3.00
 1079     134.8125      3.00
 1080     134.9375      3.00
 1081     135.0625      3.00
 1082     135.1875      3.00
 1083     135.3125      3.00
 1084     135.4375      3.00
 1085     135.5625      3.00
 1086     135.6875      3.00
 1087     135.8125      3.00
 1088     135.9375      3.00
 1089     136.0625      3.00
 1090     136.1875      3.00
 1091     136.3125      3.00
 1092     136.4375      3.00
 1093     136.5625      3.00
 1094     136.6875      3.00
 1095     136.8125      3.00
 1096     136.9375      3.00
 1097     137.0625      3.00
 1098     137.1875      3.00
 1099     137.3125      3.00
 1100     137.4375      3.00
 1101     137.5625      3.00
 1102     137.6875      3.00
 1103     137.8125      3.00
 1104     137.9375      3.00
 1105     138.0625      3.10
 1106     138.1875      3.00
 1107     138.3125      3.00
 1108     138.4375      3.10
 1109     138.5625      3.10
 1110     138.6875      3.10
 1111     138.8125      3.00
 1112     138.9375      3.10
 1113     139.0625      3.10
 1114     139.1875      3.10
 1115     139.3125      3.10
 1116     139.4375      3.10
 1117     139.5625      3.10
 1118     139.6875      3.10
 1119     139.8125      3.10
 1120     139.9375      3.10
 1121     140.0625      3.10
 1122     140.1875      3.00
 1123     140.3125      3.00
 1124     140.4375      3.00
 1125     140.5625      3.00
 1126     140.6875      3.00
 1127     140.8125      3.00
 1128     140.9375      3.10
 1129     141.0625      3.00
 1130     141.1875      3.00
 1131     141.3125      3.00
 1132     141.4375      3.00
 1133     141.5625      3.00
 1134     141.6875      3.00
 1135     141.8125      3.00
 1136     141.9375      3.10
 1137     142.0625      3.00
